"type","code","message","context","selector"
"error","WCAG2AA.Principle1.Guideline1_4.1_4_3.G18.Fail","This element has insufficient contrast at this conformance level. Expected a contrast ratio of at least 4.5:1, but text in this element has a contrast ratio of 3.7:1. Recommendation:  change background to #1c191d.","<span style=\"color: rgb(218, 91, 11);\">█</span>","#github-projects > table > tbody > tr:nth-child(3) > td:nth-child(2) > span > span:nth-child(1)"
"error","WCAG2AA.Principle1.Guideline1_4.1_4_3.G18.Fail","This element has insufficient contrast at this conformance level. Expected a contrast ratio of at least 4.5:1, but text in this element has a contrast ratio of 3.7:1. Recommendation:  change background to #1c191d.","<span style=\"color: rgb(218, 91, 11);\">█</span>","#github-projects > table > tbody > tr:nth-child(3) > td:nth-child(2) > span > span:nth-child(2)"
"error","WCAG2AA.Principle1.Guideline1_4.1_4_3.G18.Fail","This element has insufficient contrast at this conformance level. Expected a contrast ratio of at least 4.5:1, but text in this element has a contrast ratio of 3.7:1. Recommendation:  change background to #1c191d.","<span style=\"color: rgb(218, 91, 11);\">█</span>","#github-projects > table > tbody > tr:nth-child(3) > td:nth-child(2) > span > span:nth-child(3)"
"error","WCAG2AA.Principle1.Guideline1_4.1_4_3.G18.Fail","This element has insufficient contrast at this conformance level. Expected a contrast ratio of at least 4.5:1, but text in this element has a contrast ratio of 3.7:1. Recommendation:  change background to #1c191d.","<span style=\"color: rgb(218, 91, 11);\">█</span>","#github-projects > table > tbody > tr:nth-child(3) > td:nth-child(2) > span > span:nth-child(4)"
"error","WCAG2AA.Principle1.Guideline1_4.1_4_3.G18.Fail","This element has insufficient contrast at this conformance level. Expected a contrast ratio of at least 4.5:1, but text in this element has a contrast ratio of 3.7:1. Recommendation:  change background to #1c191d.","<span style=\"color: rgb(218, 91, 11);\">█</span>","#github-projects > table > tbody > tr:nth-child(3) > td:nth-child(2) > span > span:nth-child(5)"
"error","WCAG2AA.Principle1.Guideline1_4.1_4_3.G18.Fail","This element has insufficient contrast at this conformance level. Expected a contrast ratio of at least 4.5:1, but text in this element has a contrast ratio of 3.7:1. Recommendation:  change background to #1c191d.","<span style=\"color: rgb(218, 91, 11);\">█</span>","#github-projects > table > tbody > tr:nth-child(3) > td:nth-child(2) > span > span:nth-child(6)"
"error","WCAG2AA.Principle1.Guideline1_4.1_4_3.G18.Fail","This element has insufficient contrast at this conformance level. Expected a contrast ratio of at least 4.5:1, but text in this element has a contrast ratio of 3.7:1. Recommendation:  change background to #1c191d.","<span style=\"color: rgb(218, 91, 11);\">█</span>","#github-projects > table > tbody > tr:nth-child(3) > td:nth-child(2) > span > span:nth-child(7)"
"error","WCAG2AA.Principle1.Guideline1_4.1_4_3.G18.Fail","This element has insufficient contrast at this conformance level. Expected a contrast ratio of at least 4.5:1, but text in this element has a contrast ratio of 3.7:1. Recommendation:  change background to #1c191d.","<span style=\"color: rgb(218, 91, 11);\">█</span>","#github-projects > table > tbody > tr:nth-child(3) > td:nth-child(2) > span > span:nth-child(8)"
"error","WCAG2AA.Principle1.Guideline1_4.1_4_3.G18.Fail","This element has insufficient contrast at this conformance level. Expected a contrast ratio of at least 4.5:1, but text in this element has a contrast ratio of 3.7:1. Recommendation:  change background to #1c191d.","<span style=\"color: rgb(218, 91, 11);\">█</span>","#github-projects > table > tbody > tr:nth-child(3) > td:nth-child(2) > span > span:nth-child(9)"
"error","WCAG2AA.Principle1.Guideline1_4.1_4_3.G18.Fail","This element has insufficient contrast at this conformance level. Expected a contrast ratio of at least 4.5:1, but text in this element has a contrast ratio of 3.7:1. Recommendation:  change background to #1c191d.","<span style=\"color: rgb(218, 91, 11);\">█</span>","#github-projects > table > tbody > tr:nth-child(3) > td:nth-child(2) > span > span:nth-child(10)"
"error","WCAG2AA.Principle1.Guideline1_4.1_4_3.G18.Fail","This element has insufficient contrast at this conformance level. Expected a contrast ratio of at least 4.5:1, but text in this element has a contrast ratio of 3.59:1. Recommendation:  change background to #1a171b.","<span style=\"color: rgb(227, 76, 38);\">█</span>","#github-projects > table > tbody > tr:nth-child(6) > td:nth-child(2) > span > span:nth-child(5)"
"error","WCAG2AA.Principle1.Guideline1_4.1_4_3.G18.Fail","This element has insufficient contrast at this conformance level. Expected a contrast ratio of at least 4.5:1, but text in this element has a contrast ratio of 3.59:1. Recommendation:  change background to #1a171b.","<span style=\"color: rgb(227, 76, 38);\">█</span>","#github-projects > table > tbody > tr:nth-child(6) > td:nth-child(2) > span > span:nth-child(6)"
"error","WCAG2AA.Principle1.Guideline1_4.1_4_3.G18.Fail","This element has insufficient contrast at this conformance level. Expected a contrast ratio of at least 4.5:1, but text in this element has a contrast ratio of 3.59:1. Recommendation:  change background to #1a171b.","<span style=\"color: rgb(227, 76, 38);\">█</span>","#github-projects > table > tbody > tr:nth-child(6) > td:nth-child(2) > span > span:nth-child(7)"
"error","WCAG2AA.Principle1.Guideline1_4.1_4_3.G18.Fail","This element has insufficient contrast at this conformance level. Expected a contrast ratio of at least 4.5:1, but text in this element has a contrast ratio of 1.59:1. Recommendation:  change text colour to #fefeff.","<span style=\"color: rgb(86, 61, 124);\">█</span>","#github-projects > table > tbody > tr:nth-child(6) > td:nth-child(2) > span > span:nth-child(8)"
"error","WCAG2AA.Principle1.Guideline1_4.1_4_3.G18.Fail","This element has insufficient contrast at this conformance level. Expected a contrast ratio of at least 4.5:1, but text in this element has a contrast ratio of 1.59:1. Recommendation:  change text colour to #fefeff.","<span style=\"color: rgb(86, 61, 124);\">█</span>","#github-projects > table > tbody > tr:nth-child(6) > td:nth-child(2) > span > span:nth-child(9)"
"error","WCAG2AA.Principle1.Guideline1_4.1_4_3.G18.Fail","This element has insufficient contrast at this conformance level. Expected a contrast ratio of at least 4.5:1, but text in this element has a contrast ratio of 2.77:1. Recommendation:  change text colour to #fdfeff.","<span style=\"color: rgb(53, 114, 165);\">█</span>","#github-projects > table > tbody > tr:nth-child(6) > td:nth-child(2) > span > span:nth-child(10)"
"error","WCAG2AA.Principle1.Guideline1_4.1_4_3.G18.Fail","This element has insufficient contrast at this conformance level. Expected a contrast ratio of at least 4.5:1, but text in this element has a contrast ratio of 3.7:1. Recommendation:  change background to #1c191d.","<span style=\"color: rgb(218, 91, 11);\">█</span>","#github-projects > table > tbody > tr:nth-child(7) > td:nth-child(2) > span > span:nth-child(1)"
"error","WCAG2AA.Principle1.Guideline1_4.1_4_3.G18.Fail","This element has insufficient contrast at this conformance level. Expected a contrast ratio of at least 4.5:1, but text in this element has a contrast ratio of 3.7:1. Recommendation:  change background to #1c191d.","<span style=\"color: rgb(218, 91, 11);\">█</span>","#github-projects > table > tbody > tr:nth-child(7) > td:nth-child(2) > span > span:nth-child(2)"
"error","WCAG2AA.Principle1.Guideline1_4.1_4_3.G18.Fail","This element has insufficient contrast at this conformance level. Expected a contrast ratio of at least 4.5:1, but text in this element has a contrast ratio of 3.7:1. Recommendation:  change background to #1c191d.","<span style=\"color: rgb(218, 91, 11);\">█</span>","#github-projects > table > tbody > tr:nth-child(7) > td:nth-child(2) > span > span:nth-child(3)"
"error","WCAG2AA.Principle1.Guideline1_4.1_4_3.G18.Fail","This element has insufficient contrast at this conformance level. Expected a contrast ratio of at least 4.5:1, but text in this element has a contrast ratio of 3.7:1. Recommendation:  change background to #1c191d.","<span style=\"color: rgb(218, 91, 11);\">█</span>","#github-projects > table > tbody > tr:nth-child(7) > td:nth-child(2) > span > span:nth-child(4)"
"error","WCAG2AA.Principle1.Guideline1_4.1_4_3.G18.Fail","This element has insufficient contrast at this conformance level. Expected a contrast ratio of at least 4.5:1, but text in this element has a contrast ratio of 3.7:1. Recommendation:  change background to #1c191d.","<span style=\"color: rgb(218, 91, 11);\">█</span>","#github-projects > table > tbody > tr:nth-child(7) > td:nth-child(2) > span > span:nth-child(5)"
"error","WCAG2AA.Principle1.Guideline1_4.1_4_3.G18.Fail","This element has insufficient contrast at this conformance level. Expected a contrast ratio of at least 4.5:1, but text in this element has a contrast ratio of 3.7:1. Recommendation:  change background to #1c191d.","<span style=\"color: rgb(218, 91, 11);\">█</span>","#github-projects > table > tbody > tr:nth-child(7) > td:nth-child(2) > span > span:nth-child(6)"
"error","WCAG2AA.Principle1.Guideline1_4.1_4_3.G18.Fail","This element has insufficient contrast at this conformance level. Expected a contrast ratio of at least 4.5:1, but text in this element has a contrast ratio of 3.7:1. Recommendation:  change background to #1c191d.","<span style=\"color: rgb(218, 91, 11);\">█</span>","#github-projects > table > tbody > tr:nth-child(7) > td:nth-child(2) > span > span:nth-child(7)"
"error","WCAG2AA.Principle1.Guideline1_4.1_4_3.G18.Fail","This element has insufficient contrast at this conformance level. Expected a contrast ratio of at least 4.5:1, but text in this element has a contrast ratio of 3.7:1. Recommendation:  change background to #1c191d.","<span style=\"color: rgb(218, 91, 11);\">█</span>","#github-projects > table > tbody > tr:nth-child(7) > td:nth-child(2) > span > span:nth-child(8)"
"error","WCAG2AA.Principle1.Guideline1_4.1_4_3.G18.Fail","This element has insufficient contrast at this conformance level. Expected a contrast ratio of at least 4.5:1, but text in this element has a contrast ratio of 3.7:1. Recommendation:  change background to #1c191d.","<span style=\"color: rgb(218, 91, 11);\">█</span>","#github-projects > table > tbody > tr:nth-child(7) > td:nth-child(2) > span > span:nth-child(9)"
"error","WCAG2AA.Principle1.Guideline1_4.1_4_3.G18.Fail","This element has insufficient contrast at this conformance level. Expected a contrast ratio of at least 4.5:1, but text in this element has a contrast ratio of 3.7:1. Recommendation:  change background to #1c191d.","<span style=\"color: rgb(218, 91, 11);\">█</span>","#github-projects > table > tbody > tr:nth-child(7) > td:nth-child(2) > span > span:nth-child(10)"
"error","WCAG2AA.Principle1.Guideline1_4.1_4_3.G18.Fail","This element has insufficient contrast at this conformance level. Expected a contrast ratio of at least 4.5:1, but text in this element has a contrast ratio of 2.88:1. Recommendation:  change text colour to #fff.","<div class=\"oa-year\">2022</div>","#oa-chart-container > div:nth-child(3) > div > div:nth-child(2) > div:nth-child(1) > div:nth-child(2)"
"error","WCAG2AA.Principle1.Guideline1_4.1_4_3.G18.Fail","This element has insufficient contrast at this conformance level. Expected a contrast ratio of at least 4.5:1, but text in this element has a contrast ratio of 2.88:1. Recommendation:  change text colour to #fff.","<div class=\"oa-year\">2023</div>","#oa-chart-container > div:nth-child(3) > div > div:nth-child(2) > div:nth-child(2) > div:nth-child(2)"
"error","WCAG2AA.Principle1.Guideline1_4.1_4_3.G18.Fail","This element has insufficient contrast at this conformance level. Expected a contrast ratio of at least 4.5:1, but text in this element has a contrast ratio of 2.88:1. Recommendation:  change text colour to #fff.","<div class=\"oa-year\">2024</div>","#oa-chart-container > div:nth-child(3) > div > div:nth-child(2) > div:nth-child(3) > div:nth-child(2)"
"error","WCAG2AA.Principle1.Guideline1_4.1_4_3.G18.Fail","This element has insufficient contrast at this conformance level. Expected a contrast ratio of at least 4.5:1, but text in this element has a contrast ratio of 2.88:1. Recommendation:  change text colour to #fff.","<div class=\"oa-year\">2025</div>","#oa-chart-container > div:nth-child(3) > div > div:nth-child(2) > div:nth-child(4) > div:nth-child(2)"
"error","WCAG2AA.Principle1.Guideline1_4.1_4_3.G18.Fail","This element has insufficient contrast at this conformance level. Expected a contrast ratio of at least 4.5:1, but text in this element has a contrast ratio of 2.88:1. Recommendation:  change text colour to #fff.","<div class=\"oa-year\">2026</div>","#oa-chart-container > div:nth-child(3) > div > div:nth-child(2) > div:nth-child(5) > div:nth-child(2)"
